system,sid,user,intent_NLU,intent_ASU,intent_DAC,entities,sys_intent,system_utt,info
RAND-RANK,38982408,i want something better than pizza hut,-,-,SQ,{'name': 'Ta Bouche'},inform,"How about Ta Bouche? Hungry after our tours we found this cafÃ© down a side street and thought to give it ago. I had pie and my brother had a sandwich, thinking it would be just enough for lunch. You can type 'next option' or another query.","['Hungry after our tours we found this café down a side street and thought to give it ago. I had pie and my brother had a sandwich, thinking it would be just enough for lunch. When they arrived we were surprised at how huge the serving was. I struggled to finished mine and we were both still full at dinner time.']"
RAND-RANK,38982408,which is best for an anniversary,-,-,SQ,{'name': 'Hakka Seafood Chinese Restaurant'},inform,"How about Hakka Seafood Chinese Restaurant? If only one could give six stars as this place thoroughly deserves it. Incredible food, excellent quality and wonderful service. Looking forward to our next visit! You can type 'next option' or another query.","['If only one could give six stars as this place thoroughly deserves it. Incredible food, excellent quality and wonderful service. Looking forward to our next visit!']"
RAND-RANK,38982408,tell me more about the willow tree,-,-,IRq,{},autoNegative,"Sorry, I don't know how to answer this question.",-
RAND-RANK,38982408,what's the address of the willow tree,-,request,IRq,"{'name': 'The Willow Tree', 'addr': '29 High Street'}",answer,The address of The Willow Tree is 29 High Street.,-
RAND-RANK,38982408,thanks,thanking,-,O,{},acceptThanking,You're welcome.,-
RAND-RANK,38982408,<hangup>,hangup,-,-,-,acceptThanking,<hangup>,-
RAND-RANK,36802410,"hello, i would like to a restaurant that serves burgers",-,-,SQ,{'name': 'Efes Restaurant'},inform,How about Efes Restaurant? Had a great Valentineâ€™s evening. Set menu was more than enough food. Great choice of dishes and a glass of fizzy wine. Fantastic service and the tables were set so that other couples werenâ€™t right next to each other. You can type 'next option' or another query.,['Had a great Valentine’s evening. Set menu was more than enough food. Great choice of dishes and a glass of fizzy wine. Fantastic service and the tables were set so that other couples weren’t right next to each other. What a great time. We’ll be back!']
RAND-RANK,36802410,next option,next,-,O,"{'name': ""Kim's Bulgogi""}",inform,I would suggest Kim's Bulgogi. centre.,['centre']
RAND-RANK,36802410,tell me more about kim's bulgogi,-,-,IRq,{},autoNegative,"Sorry, I don't know how to answer this question.",-
RAND-RANK,36802410,please find a place that has a patio to eat out,-,-,SQ,{'name': 'Arundel House Hotel Restaurant'},inform,I would suggest Arundel House Hotel Restaurant. We had dinner here one evening. The food was very good but the down side was that there were very few residents eating in. You can type 'next option' or another query.,['We had dinner here one evening. The food was very good but the down side was that there were very few residents eating in']
RAND-RANK,36802410,did it have a patio,-,-,IRq,{},autoNegative,"Sorry, I don't know how to answer this question.",-
RAND-RANK,36802410,i would like to eat at a restaurant outside that have grilled meat,-,-,SQ,{'name': 'Oliver&#39;s Lodge Hotel and Restaurant'},inform,How about Oliver&#39;s Lodge Hotel and Restaurant? cheap. You can type 'next option' or another query.,['cheap']
RAND-RANK,36802410,next option,next,-,O,{'name': 'The Roof Terrace'},inform,"How about The Roof Terrace? Had a delicious amaretto sour and enjoyed the wonderful views. The service was impeccable, staff were very friendly and accommodating.","['Had a delicious amaretto sour and enjoyed the wonderful views. The service was impeccable, staff were very friendly and accommodating.']"
RAND-RANK,36802410,the roof terrace sounds like a place to eat outside,-,-,SQ,{'name': 'Cafe Luna'},inform,How about Cafe Luna? south. You can type 'next option' or another query.,['south']
RAND-RANK,36802410,please give me the address of the roof terrace,-,request,IRq,"{'name': 'The Roof Terrace', 'addr': '24 Thompsons Lane The Varsity Hotel & Spa'}",answer,The address of The Roof Terrace is 24 Thompsons Lane The Varsity Hotel & Spa.,-
RAND-RANK,36802410,ok. thank you,thanking,-,O,{},acceptThanking,Happy to help.,-
RAND-RANK,36802410,<hangup>,hangup,-,-,-,acceptThanking,<hangup>,-
RAND-RANK,25542411,i want a good brunch restaurant,-,-,SQ,{'name': 'Tawa Kitchen'},inform,"How about Tawa Kitchen? Two excellent takeaways- there will be many more. The portions are well-judged, the food all varied and you can taste the individual spices with not a hint of grease. Real, proper nice cooking. You can type 'next option' or another query.","['Two excellent takeaways- there will be many more. The portions are well-judged, the food all varied and you can taste the individual spices with not a hint of grease. Real, proper nice cooking. Service courteous and fast. I look forward to their branch on Mill Road!']"
RAND-RANK,25542411,next option,next,-,O,{'name': 'Eds Easy Diner'},inform,I would suggest Eds Easy Diner. First visit here liked the set up inside with lots to look at whilst you wait.,['First visit here liked the set up inside with lots to look at whilst you wait.']
RAND-RANK,25542411,is it in the center,-,request,IRq,"{'name': 'Eds Easy Diner', 'area': 'centre'}",answer,Eds Easy Diner is a restaurant that is in the centre area.,-
RAND-RANK,25542411,what is the price range,-,request,IRq,"{'name': 'Eds Easy Diner', 'pricerange': 'expensive'}",answer,Eds Easy Diner is an expensive restaurant.,-
RAND-RANK,25542411,next,next,-,O,{'name': 'Marrakech'},inform,How about Marrakech? Stumbled onto the Marrakech because it looked inviting and interesting from the outside. Nearly left when it turned out they didn't have any white wine left. Glad we didn't as it turned out to be a very nice meal.,"[""Stumbled onto the Marrakech because it looked inviting and interesting from the outside. Nearly left when it turned out they didn't have any white wine left. Glad we didn't as it turned out to be a very nice meal.""]"
RAND-RANK,25542411,can i get the address for eds easy diner,-,request,IRq,"{'name': 'Eds Easy Diner', 'addr': '44 Grand Arcade St. Andrews Street Unit SU44 Grand Arcade'}",answer,The address of Eds Easy Diner is 44 Grand Arcade St. Andrews Street Unit SU44 Grand Arcade.,-
RAND-RANK,25542411,<hangup>,hangup,-,-,-,answer,<hangup>,-
RAND-RANK,26242412,i'd like some american food,-,-,SQ,{'name': 'Faro'},inform,How about Faro? Seafood. You can type 'next option' or another query.,['Seafood']
RAND-RANK,26242412,what part of town is it in,-,request,IRq,"{'name': 'Faro', 'area': 'centre'}",answer,Faro is a restaurant that is in the centre area.,-
RAND-RANK,26242412,next option,next,-,O,{'name': 'Pipasha Restaurant'},inform,I would suggest Pipasha Restaurant. Could easily walk past this restaurant from the outside. The food is good+ always guaranteed a warm welcome. Worth a visit.,['Could easily walk past this restaurant from the outside. The food is good+ always guaranteed a warm welcome. Worth a visit']
RAND-RANK,26242412,what type of food,-,request,IRq,"{'name': 'Pipasha Restaurant', 'food': 'Indian and Bangladeshi'}",answer,Pipasha Restaurant is a restaurant serving Indian and Bangladeshi food.,-
RAND-RANK,26242412,next option,next,-,O,{'name': 'Cafe Rouge Cambridge'},inform,I would suggest Cafe Rouge Cambridge. We've just enjoyed an early dinner at Cafe Rouge. We both chose starters & mains from the 2 course menu for Â£10.95. The food & wine were excellent & the service from the waitress Kinga was efficient and friendly.,"[""We've just enjoyed an early dinner at Cafe Rouge. We both chose starters & mains from the 2 course menu for £10.95. The food & wine were excellent & the service from the waitress Kinga was efficient and friendly.""]"
RAND-RANK,26242412,how expensive is it,-,request,IRq,"{'name': 'Cafe Rouge Cambridge', 'pricerange': 'expensive'}",answer,Cafe Rouge Cambridge is a restaurant that is expensive.,-
RAND-RANK,26242412,are there any restaurants that serve diner food on the east side of town,-,inform,SQ,"{'area': 'east', 'name': 'Wild Bean Cafe'}",inform,Wild Bean Cafe is a restaurant that is in the east area. wild bean cafe story started even open 24 deliver great tasting 350 cafes across 20 years ago quality food food offer continually strived years uk move mission locations innovate develop customers coffee beverages 7... You can type 'next option' or another query.,['wild bean cafe story started even open 24 deliver great tasting 350 cafes across 20 years ago quality food food offer continually strived years uk move mission locations innovate develop customers coffee beverages 7']
RAND-RANK,26242412,what type of food does it serve,-,request,IRq,"{'name': 'Wild Bean Cafe', 'food': 'Cafe'}",answer,Wild Bean Cafe is a restaurant serving Cafe food.,-
RAND-RANK,26242412,how expensive is it,-,request,IRq,"{'name': 'Wild Bean Cafe', 'pricerange': 'expensive'}",answer,Wild Bean Cafe is a restaurant in the expensive price range.,-
RAND-RANK,26242412,is there a restaurant serving cafe food in the east part of town that is in the cheap price range,-,"('inform', 'inform')",SQ,"{'pricerange': 'cheap', 'area': 'east', 'name': 'Las Iguanas'}",inform,"Las Iguanas is a cheap restaurant in the east area. Fruity cocktails, buy one get one free at happy hour - as a teetotaler, this option was much appeciated. You can type 'next option' or another query.","['Fruity cocktails, buy one get one free at happy hour - as a teetotaler, this option was much appeciated.']"
RAND-RANK,26242412,what type of food does it serve,-,request,IRq,"{'name': 'Las Iguanas', 'food': 'Mexican, Latin, International, Spanish and Street Food'}",answer,"Las Iguanas is a restaurant that serves Mexican, Latin, International, Spanish and Street Food food.",-
RAND-RANK,26242412,next option,next,-,O,"{'pricerange': 'cheap', 'area': 'east', 'name': 'Las Iguanas'}",inform,Las Iguanas is a cheap restaurant in the east area. We visited La Iguanas today for my sister's birthday and we received excellent service from Gloria she made us feel very welcome and even gave my sister a complimentary birthday cocktail.,"[""We visited La Iguanas today for my sister's birthday and we received excellent service from Gloria she made us feel very welcome and even gave my sister a complimentary birthday cocktail. This was much appreciated and we will defiantly be back!""]"
RAND-RANK,26242412,next optoin,next,-,O,"{'pricerange': 'cheap', 'area': 'east', 'name': 'La Mimosa'}",inform,"La Mimosa is a cheap restaurant in the east area. Great ambience, polite attentive staff and excellent food and wine...what else can you say about this lovely little gem of a restaurant...will definitely be coming back.","['Great ambience, polite attentive staff and excellent food and wine...what else can you say about this lovely little gem of a restaurant...will definitely be coming back']"
RAND-RANK,26242412,what type of food does it serve,-,request,IRq,"{'name': 'La Mimosa', 'food': 'Italian and Pizza'}",answer,La Mimosa is a restaurant that serves Italian and Pizza food.,-
RAND-RANK,26242412,what is its address,-,request,IRq,"{'name': 'La Mimosa', 'addr': 'La Mimosa Thompsons Lane'}",answer,The address of La Mimosa is La Mimosa Thompsons Lane.,-
RAND-RANK,26242412,thank you.  goodbye,initialGoodbye,-,O,{},returnGoodbye,Have a nice day.,-
RAND-RANK,26242412,<hangup>,hangup,-,-,-,returnGoodbye,<hangup>,-
RAND-RANK,27002414,i'm taking my kid out to lunch. what restaurant would be good for that,-,-,SQ,{'name': 'Thirsty'},inform,"How about Thirsty? A quiet and unassuming frontage which holds interest in their quirkiness. Interesting beers and knowledge staff, a wee bit on the pricey side but if you like your beer and wine a nice place to visit for a night out. You can type 'next option' or another query.","['A quiet and unassuming frontage which holds interest in their quirkiness. Interesting beers and knowledge staff, a wee bit on the pricey side but if you like your beer and wine a nice place to visit for a night out.']"
RAND-RANK,27002414,i said for kids. kids can't have beer and wine,-,-,SQ,{'name': 'Galleria Restaurant'},inform,"How about Galleria Restaurant? Good as the first visit. Would recommend. We had our starter outside but had to move inside as it got colder. Unfortunately, all their blankets were in the wash! You can type 'next option' or another query.","['Good as the first visit. Would recommend. We had our starter outside but had to move inside as it got colder. Unfortunately, all their blankets were in the wash!']"
RAND-RANK,27002414,what restaurants are kid friendly,-,-,SQ,{'name': 'La Raza'},inform,"I would suggest La Raza. I have been to La Raza a three times in the last month as I wanted to go back after my first visit. It is a lovely place ; some outside street seating for a gentle lunch, and a downstairs restaurant/bar for evenings, which is quite informal and great for... You can type 'next option' or another query.","['I have been to La Raza a three times in the last month as I wanted to go back after my first visit. It is a lovely place ; some outside street seating for a gentle lunch, and a downstairs restaurant/bar for evenings, which is quite informal and great for dates.']"
RAND-RANK,27002414,what kind of food do they serve,-,request,IRq,"{'name': 'La Raza', 'food': 'Bar, Spanish and Grill'}",answer,"La Raza is a restaurant that serves Bar, Spanish and Grill food.",-
RAND-RANK,27002414,how are their prices,-,request,IRq,"{'name': 'La Raza', 'pricerange': 'cheap'}",answer,La Raza is a restaurant that is in the cheap price range.,-
RAND-RANK,27002414,that sounds good. what is their address,-,request,IRq,"{'name': 'La Raza', 'addr': '4-6 Rose Crescent'}",answer,The address of La Raza is 4-6 Rose Crescent.,-
RAND-RANK,27002414,thanks,thanking,-,O,{},acceptThanking,You're welcome.,-
RAND-RANK,27002414,<hangup>,hangup,-,-,-,acceptThanking,<hangup>,-
RAND-RANK,43772420,looking for italian food,-,inform,SQ,"{'food': 'italian', 'name': 'Tradizioni at Sorrento'}",inform,"Tradizioni at Sorrento is a restaurant that serves italian food. We had a wonderful 30 birthday celebration of our friend in tradizione @ Sorrento restaurant and the food was amazing, it was just like eating in Italy. The head chef Giuseppe was great always making sure everything was perfect. You can type 'next option' or another query.","['We had a wonderful 30 birthday celebration of our friend in tradizione @ Sorrento restaurant and the food was amazing, it was just like eating in Italy. The head chef Giuseppe was great always making sure everything was perfect. The food portion was really good and all 15 of us were really very satisfied. Highly recommend this restaurant. This is definitely one of the best Italian food in Cambridge. Thanks to the chef and staff for the amazing evening.']"
RAND-RANK,43772420,do they have a vegan option,-,-,IRq,{},autoNegative,"Sorry, I don't know how to answer this question.",-
RAND-RANK,43772420,how about mexican food,-,inform,SQ,"{'food': 'mexican', 'name': 'Al Chile'}",inform,"Al Chile is a restaurant that serves mexican food. Lunch, Dinner, Drinks. You can type 'next option' or another query.","['Lunch, Dinner, Drinks']"
RAND-RANK,43772420,do they cater for large parties i’m looking for a table for 20,-,-,IRq,{},autoNegative,"Sorry, I don't know how to answer this question.",-
RAND-RANK,43772420,do they cater for birthday parties,-,-,IRq,{},autoNegative,"Sorry, I don't know how to answer this question.",-
RAND-RANK,43772420,how about a chinease restraunt for a birthday celebration,-,inform,SQ,"{'food': 'cantonese', 'name': 'none'}",inform,There are no restaurants serving cantonese food.,-
RAND-RANK,43772420,indian food,-,inform,SQ,"{'food': 'indian', 'name': 'Nivedyam'}",inform,"Nivedyam is a restaurant serving indian food. Good briyanis and dals, nice range of South Indian food with some less typical options, good breads and dosas. Not a cookie cutter place, well known amongst local Cambridge and Castke Hill types. You can type 'next option' or another query.","['Good briyanis and dals, nice range of South Indian food with some less typical options, good breads and dosas. Not a cookie cutter place, well known amongst local Cambridge and Castke Hill types.']"
RAND-RANK,43772420,i want to book this restraunt,-,-,SQ,"{'food': 'indian', 'name': 'Chai Walla Cambridge'}",inform,"Chai Walla Cambridge is a restaurant that serves indian food. Lunch, Dinner. You can type 'next option' or another query.","['Lunch, Dinner']"
RAND-RANK,43772420,can you give me the address please,-,request,IRq,"{'name': 'Chai Walla Cambridge', 'addr': ""Unit 1 Christ's Lane""}",answer,The address of Chai Walla Cambridge is Unit 1 Christ's Lane.,-
RAND-RANK,43772420,thanks,thanking,-,O,{},acceptThanking,My pleasure.,-
RAND-RANK,43772420,infact i think i’d prefer the italian,-,inform,SQ,"{'food': 'italian', 'name': 'Prezzo - Cambridge'}",inform,"Prezzo - Cambridge is a restaurant serving italian food. After what seemed like an endless wait for a table, we finally managed to get a table for 8 people. The restaurant is quite intimate. We thought we will be waiting for our food as long as we waited for the table. You can type 'next option' or another query.","[""After what seemed like an endless wait for a table, we finally managed to get a table for 8 people. The restaurant is quite intimate. We thought we will be waiting for our food as long as we waited for the table. I ordered penne arrabbiata with chicken! It was so delicious - in fact even the food that my friends ordered looked really good. Service was quick once we got the table. This was the nicest food I've tasted in this town.""]"
RAND-RANK,43772420,no i would like the first italian you recommended,-,inform,SQ,"{'food': 'italian', 'name': 'Prezzo - Cambridge'}",inform,Prezzo - Cambridge is a restaurant that serves italian food. Fantastic meal for my birthday....! You can type 'next option' or another query.,['Fantastic meal for my birthday....!']
RAND-RANK,43772420,can you give me the address please and telephone number,-,"('inform', 'request')",IRq,"{'name': 'Prezzo - Cambridge', 'phone': '+44 1223 314954'}",answer,The phone number of Prezzo - Cambridge is +44 1223 314954.,-
RAND-RANK,43772420,could i get the address,-,request,IRq,"{'name': 'Prezzo - Cambridge', 'addr': '32 Bridge Street'}",answer,The address of Prezzo - Cambridge is 32 Bridge Street.,-
RAND-RANK,43772420,postcode,-,request,IRq,"{'name': 'Prezzo - Cambridge', 'postcode': 'C. B. 2, 1. U. J'}",answer,"The post code of Prezzo - Cambridge is C. B. 2, 1. U. J.",-
RAND-RANK,43772420,<hangup>,hangup,-,-,-,answer,<hangup>,-
RAND-RANK,20562419,i'm looking for an italian restaurant,-,inform,SQ,"{'food': 'italian', 'name': 'The White Horse'}",inform,The White Horse is a restaurant serving italian food. A lovely pub to go and eat proper Italian food.... The pizzas are superb and the tiramisu' is one of the best I ever ate!! I'm Italian and I know what I'm talking about! You can type 'next option' or another query.,"[""A lovely pub to go and eat proper Italian food.... The pizzas are superb and the tiramisu' is one of the best I ever ate!! I'm Italian and I know what I'm talking about!! The service is good and the landlady is always ready to satisfy every request!!! You have to try .....won't be disappointed!!!!""]"
RAND-RANK,20562419,next,next,-,O,"{'name': ""Zizzi - Cambridge Bene't Street""}",inform,I would suggest Zizzi - Cambridge Bene't Street. very tasty freshly cooked food in lovely old building in centre of city friendly staff even though they were very busy.,['very tasty freshly cooked food in lovely old building in centre of city friendly staff even though they were very busy.']
RAND-RANK,20562419,next,next,-,O,{'name': 'JGF - Jolly God of Flame Pizzeria'},inform,How about JGF - Jolly God of Flame Pizzeria? expensive.,['expensive']
RAND-RANK,20562419,what about spanish restaurant,-,inform,SQ,"{'food': 'spanish', 'name': 'Las Iguanas'}",inform,"Las Iguanas is a restaurant serving spanish food. We went on a Sunday night, waiting for a table which we expected being walk ins. The service was slow and there was a few mess ups with dirty plates and not the right number of fajitas. You can type 'next option' or another query.","['We went on a Sunday night, waiting for a table which we expected being walk ins. The service was slow and there was a few mess ups with dirty plates and not the right number of fajitas. However the food was lovely and there was a great atmosphere.']"
RAND-RANK,20562419,and french restaurants,-,inform,SQ,"{'food': 'french', 'name': 'Midsummer House'}",inform,Midsummer House is a restaurant serving french food. One of the best restaurants in cambridge for that special evening.you always leave thinking that was remarkable. You can type 'next option' or another query.,['One of the best restaurants in cambridge for that special evening.you always leave thinking that was remarkable.']
RAND-RANK,20562419,what is the address,-,request,IRq,"{'name': 'Midsummer House', 'addr': 'Midsummer House Midsummer Common'}",answer,The address of Midsummer House is Midsummer House Midsummer Common.,-
RAND-RANK,20562419,do i need to make a reservation first,-,-,SQ,"{'food': 'french', 'name': 'Hotel du Vin & Bistro'}",inform,Hotel du Vin & Bistro is a restaurant that serves french food. The food in our experience is always first class and the service very good. The bar a lovely quirky place for a catch up or pre dinner drinks. You can type 'next option' or another query.,['The food in our experience is always first class and the service very good. The bar a lovely quirky place for a catch up or pre dinner drinks.']
RAND-RANK,20562419,start over,reset,-,O,-,{},Let's start over! What type of restaurant are you looking for?,-
RAND-RANK,20562419,chinese restaurant,-,inform,SQ,"{'food': 'chinese', 'name': 'Cottenham Fish Shop'}",inform,Cottenham Fish Shop is a restaurant that serves chinese food. Dinner. You can type 'next option' or another query.,['Dinner']
RAND-RANK,20562419,next option,next,-,O,{'name': 'Seafood Shake'},inform,"How about Seafood Shake? I really enjoy the crayfish hotpot. The crayfish is even alive and everything is very fresh. The steamed scallop is another dish I will recommend, very delicious with garlic and fans.","['I really enjoy the crayfish hotpot. The crayfish is even alive and everything is very fresh. The steamed scallop is another dish I will recommend, very delicious with garlic and fans. I great restaurant very worth to try.']"
RAND-RANK,20562419,start over,reset,-,O,-,{},Let's start over! What type of restaurant are you looking for?,-
RAND-RANK,20562419,"i wanna go dinner with my husband tonight, he loves italian food",-,inform,SQ,"{'food': 'italian', 'name': 'The Whitehorse Pub , Waterbeach'}",inform,"The Whitehorse Pub , Waterbeach is a restaurant serving italian food. Italian, Pizza, British. You can type 'next option' or another query.","['Italian, Pizza, British']"
RAND-RANK,20562419,i want to know more about the whitehorse pub,-,-,IRq,{},autoNegative,"Sorry, I don't know how to answer this question.",-
RAND-RANK,20562419,what is the address of the whitehorse pub,-,request,IRq,"{'name': 'The Whitehorse Pub , Waterbeach', 'addr': '12 Greenside Waterbeach,'}",answer,"The address of The Whitehorse Pub , Waterbeach is 12 Greenside Waterbeach,",-
RAND-RANK,20562419,is this a good place for a romantic date,-,-,IRq,{},autoNegative,"Sorry, I don't know how to answer this question.",-
RAND-RANK,20562419,next option,next,-,O,"{'food': 'italian', 'name': 'Franco Manca Cambridge'}",inform,Franco Manca Cambridge is a restaurant that serves italian food. Came for a Monday lunch before a visit to the cinema. Very busy downstairs but peaceful upstairs which is where we sat. Service was quick and friendly and the pizzas are excellent.,"['Came for a Monday lunch before a visit to the cinema. Very busy downstairs but peaceful upstairs which is where we sat. Service was quick and friendly and the pizzas are excellent. Very good value for money too, with two pizzas and two drinks coming to just shy of £21. Will definitely return!']"
RAND-RANK,20562419,what is the address of franco manca cambridge,-,request,IRq,"{'name': 'Franco Manca Cambridge', 'addr': '15 Market Hill'}",answer,The address of Franco Manca Cambridge is 15 Market Hill.,-
RAND-RANK,20562419,next option,next,-,O,"{'food': 'italian', 'name': 'Pizza Express'}",inform,Pizza Express is a restaurant serving italian food. I'm a Pizza Express fan and in my opinion the pizzas are always excellent. Calamari to start and a glass of great wine followed by a very good pizza indeed.,"[""I'm a Pizza Express fan and in my opinion the pizzas are always excellent. Calamari to start and a glass of great wine followed by a very good pizza indeed. Great except the service at this restaurant was poor after the pizza was served, so no dessert and no coffee and no bill! I had to find the service desk to pay.""]"
RAND-RANK,20562419,what is the address of pizza express,-,request,IRq,"{'name': 'Pizza Express', 'addr': '7A Jesus Lane'}",answer,The address of Pizza Express is 7A Jesus Lane.,-
RAND-RANK,20562419,ok,-,-,O,{},autoNegative,"Sorry, I only know about restaurants.",-
RAND-RANK,20562419,i want to try pizza express,-,-,SQ,"{'food': 'italian', 'name': ""Mario's Pizzeria""}",inform,"Mario's Pizzeria is a restaurant that serves italian food. Italian, Pizza. You can type 'next option' or another query.","['Italian, Pizza']"
RAND-RANK,20562419,<hangup>,hangup,-,-,-,inform,<hangup>,"['Italian, Pizza']"
RAND-RANK,50382422,i'd love a restaurant that's quiet,-,-,SQ,{'name': 'The Cambridge Brew House'},inform,How about The Cambridge Brew House? So you are a fan of IPAâ€™s and want to try a few local and unusual beers while in town? Head toward the infamous Cambridge Brew House. A great place to pair beer and tasty nibbles. You can type 'next option' or another query.,"[""So you are a fan of IPA’s and want to try a few local and unusual beers while in town? Head toward the infamous Cambridge Brew House. A great place to pair beer and tasty nibbles. It’s also a perfect place for a boozy brunch. Find some nice IPA options like White IPA, Mosaic Pale Ale and Red Rye Session IPA, just to name a few. Don't forget to order up a sharing platter to go with. A good place for group drink and dining.""]"
RAND-RANK,50382422,is that restaurant quiet,-,-,IRq,{},autoNegative,"Sorry, I don't know how to answer this question.",-
RAND-RANK,50382422,i want a restaurant with a calm atmosphere,-,-,SQ,{'name': 'Bedouin'},inform,How about Bedouin? When in Cambridge I don't know where to go with my boys..... this was a genuine find! You can type 'next option' or another query.,"[""When in Cambridge I don't know where to go with my boys..... this was a genuine find!""]"
RAND-RANK,50382422,what about a restaurant that's open late,-,-,SQ,{'name': 'Chai Walla Cambridge'},inform,I would suggest Chai Walla Cambridge. cheap. You can type 'next option' or another query.,['cheap']
RAND-RANK,50382422,next option,next,-,O,"{'name': ""Water's Edge Grill""}",inform,I would suggest Water's Edge Grill. south.,['south']
RAND-RANK,50382422,why do you suggest that,-,-,O,{},autoNegative,"Sorry, I only know about restaurants.",-
RAND-RANK,50382422,what's the address of chai walla,-,request,IRq,"{'name': 'Chai Walla Cambridge', 'addr': ""Unit 1 Christ's Lane""}",answer,The address of Chai Walla Cambridge is Unit 1 Christ's Lane.,-
RAND-RANK,50382422,<hangup>,hangup,-,-,-,answer,<hangup>,-
RAND-RANK,27662424,i'd like an expensive restaurant for my anniversary,-,inform,SQ,"{'pricerange': 'expensive', 'name': 'JGF - Jolly God of Flame Pizzeria'}",inform,JGF - Jolly God of Flame Pizzeria is an expensive restaurant. expensive. You can type 'next option' or another query.,['expensive']
RAND-RANK,27662424,what part of town is that in,-,request,IRq,"{'name': 'JGF - Jolly God of Flame Pizzeria', 'area': 'centre'}",answer,JGF - Jolly God of Flame Pizzeria is a restaurant in the centre area.,-
RAND-RANK,27662424,that won't do.  i need to be in the east part of town to avoid my mistress,-,inform,SQ,"{'pricerange': 'expensive', 'area': 'east', 'name': 'River Bar Steakhouse & Grill'}",inform,River Bar Steakhouse & Grill is an expensive restaurant in the east area. Went for Sunday lunch. Good food and service. Ambience lacked a little - also looked a little run down. We sat in the upper seating area. Great river view. Will come back to see how the steaks are another evening. You can type 'next option' or another query.,['Went for Sunday lunch. Good food and service. Ambience lacked a little - also looked a little run down. We sat in the upper seating area. Great river view. Will come back to see how the steaks are another evening.']
RAND-RANK,27662424,what type of food does it serve,-,request,IRq,"{'name': 'River Bar Steakhouse & Grill', 'food': 'Steakhouse, British and Grill'}",answer,"River Bar Steakhouse & Grill is a restaurant that serves Steakhouse, British and Grill food.",-
RAND-RANK,27662424,is there an expensive indian restaurant in the east part of town?  my wife likes indian food.  or is that my mistress,-,"('inform', 'inform')",SQ,"{'food': 'indian', 'pricerange': 'expensive', 'area': 'east', 'name': 'Pipasha Restaurant'}",inform,"Pipasha Restaurant is an expensive restaurant in the east area serving indian food. I visit Cambridge from time to time, and always make sure that i dine at this restaurant. In fact, I dined here twice this week. You can type 'next option' or another query.","['I visit Cambridge from time to time, and always make sure that i dine at this restaurant. In fact, I dined here twice this week.']"
RAND-RANK,27662424,what is its phone number,-,request,IRq,"{'name': 'Pipasha Restaurant', 'phone': '+44 1223 577786'}",answer,The phone number of Pipasha Restaurant is +44 1223 577786.,-
RAND-RANK,27662424,and give me its address,-,request,IRq,"{'name': 'Pipasha Restaurant', 'addr': '529C Newmarket Road'}",answer,The address of Pipasha Restaurant is 529C Newmarket Road.,-
RAND-RANK,27662424,"thank you, that should work",thanking,-,O,{},acceptThanking,You're welcome.,-
RAND-RANK,27662424,goodbye,initialGoodbye,-,O,{},returnGoodbye,"Goodbye, and thank you for using the system.",-
RAND-RANK,27662424,<hangup>,hangup,-,-,-,returnGoodbye,<hangup>,-
RAND-RANK,28152432,i want a restuarant that has good appetizers,-,-,SQ,{'name': 'Grill House Cambridge'},inform,I would suggest Grill House Cambridge. Welcome to Grill House Just imagine relaxing in your favourite comfy chair and dreaming about what mouth-watering food you could be devouring tonight If only you could order online by just a few clicks? You can type 'next option' or another query.,"[""Welcome to Grill House Just imagine relaxing in your favourite comfy chair and dreaming about what mouth-watering food you could be devouring tonight If only you could order online by just a few clicks? well, wonder no more, by using the JUST-EAT service you can order from Grill House and have someone else cook your meal and deliver it to you. We know what you're thinking 'Not a bad idea right'?""]"
RAND-RANK,28152432,next option,next,-,O,{'name': 'OtherSyde'},inform,How about OtherSyde? east.,['east']
RAND-RANK,28152432,what is the price rnage,-,request,IRq,"{'name': 'OtherSyde', 'pricerange': 'moderate'}",answer,OtherSyde is a moderately priced restaurant.,-
RAND-RANK,28152432,is it in the centre,-,request,IRq,"{'name': 'OtherSyde', 'area': 'east'}",answer,OtherSyde is a restaurant in the east area.,-
RAND-RANK,28152432,next option,next,-,O,"{'name': ""Scrimshaw's Guerrilla Kitchen""}",inform,How about Scrimshaw's Guerrilla Kitchen? west.,['west']
RAND-RANK,28152432,what is the address for othersyde,-,request,IRq,"{'name': ""Scrimshaw's Guerrilla Kitchen"", 'addr': 'West Cambridge Site 27 Charles Babbage Road Food Park'}",answer,The address of Scrimshaw's Guerrilla Kitchen is West Cambridge Site 27 Charles Babbage Road Food Park.,-
RAND-RANK,28152432,<hangup>,hangup,-,-,-,answer,<hangup>,-
RAND-RANK,34502433,i want a restaurant that's going to impress my boss,-,-,SQ,"{'name': ""The Cook's Nest""}",inform,I would suggest The Cook's Nest. Best Gyros in the UK! You can type 'next option' or another query.,['Best Gyros in the UK!']
RAND-RANK,34502433,next option,next,-,O,{'name': 'Costa Coffee'},inform,I would suggest Costa Coffee. Italian.,['Italian']
RAND-RANK,34502433,what do they serve,-,request,IRq,"{'name': 'Costa Coffee', 'food': 'Italian'}",answer,Costa Coffee is a restaurant serving Italian food.,-
RAND-RANK,34502433,next option,next,-,O,{'name': 'Kismet Tandoori'},inform,"I would suggest Kismet Tandoori. Delivery, Takeout.","['Delivery, Takeout']"
